text,label
"I know many good , patriotic and intelligent supporters of Binay , Roxas , Poe , Santiago , Duterte , Honasan , Marcos, . [LINK]",0
Constitutional ang Edca PNoy vetoes SSS Pension Hike Bill Mar Roxas was declared to be a Datu (This is why we fight),1
"[HASHTAG] | Mar Roxas , ' di nababahala sa posibleng epekto sa kanya ng pagbasura sa panukala para sa dagdag-pensyon [HASHTAG]",1
"The "" magikero. "" Binay : Ronnie Puno is a campaign adviser [LINK] [HASHTAG] [LINK]",0
Binay supporting the program that solves poverty [HASHTAG],0
I never thought ABSCBN and Mar Roxas would really be stooping down to gutter level by using children in their black propaganda !,1
Basta nagpapasalamat nalang ako na hindi si Binay . Yun lang naman talaga ang concern ko . At wag kayo magquestion bat magiendorse si DJ,0
I wonder who's behind the ads against Binay. .,0
[MENTION] ask the yellow army and they'll tell you that that's a smear job against Mar Roxas,0
Wag kayong magalit kay Binay kung bakit palakad lakad sya sa stage . Mahirap humanap ng anggulo at tamang ilaw ! [HASHTAG],0
"I'm sorry , Binay . But I think lahat ng lumalabas sa bibig mo ngayon ay BS .",1
It's unfair to compare a medical practitioner who spent thousand of sleepless hours just to get that profession . What a poor analogy N.Binay,1
Parang tanga yung ads ni Binay,1
"RT [MENTION] : Mar Roxas as Darna : People : Darna , tulungan mo kami ! Hirap na hirap na kami ! Darna : Oh ano , kasalanan na naman ng gobyerno ・ｦ",0
Is Binay running for reelection ? Same pa rin kasi yung campaign material e . [HASHTAG],0
RT [MENTION] : Kapag hindi mo niretweet to crush mo si Binay .,0
"2nd na si Mar Roxas , Bukas 2nd pa din yan . ? ?",0
"I'd this were a school Mar would be the nerd , Duterte the playground bully , Binay the cheater and Poe the exchange student",1
If the presidential candidates are the judges Angel : Poe Vice : Duterte Robin : Mar FMG : Binay Sen Santiago : absent again [HASHTAG],0
Kung magsanib pwersa si Mar Roxas at Grace Poe sa tingin nyo malalamangan ba nila si Duterte ? Sabay daya pa .,1
[MENTION] Ang Bait kaya ni BINAY.Siya takot sa kuryente.Kaya gusto niya laging brown out.Para invisible siya . [HASHTAG],1
"Mar Roxas "" irrelevant "" during Aquino administration . -- Mayor Duterte . [MENTION] [LINK]",1
[MENTION] [MENTION] gawa ni Binay yan . platforms ? para sa mahirap lang naman lagi,0
Pakyu ka Binay . [LINK],1
Mga puzzy mo Mar Poe ug Binay !,1
[MENTION] that'll not be enough if sina binay win . I fear for the philippines,1
[MENTION] oo hahaha pati si binay,0
Filipinos did the right decision to not hand the country to Binay or Roxas [HASHTAG],0
""" Marunong daw maglaba si Binay. "" "" Maglaba ng pera? "" "" Money laundering? "" [HASHTAG]",1
[MENTION] Sama-sama na sila under UNA . Nag-oath na sila kay Binay . Hehe . [HASHTAG] [MENTION],1
Binay : PH gained from APEC meeting [LINK] [LINK] | via CNN Philippines,0
[MENTION] the delay was cause by Mar Roxas not VP Binay [HASHTAG],0
Mas disente pa magisip ' tong si Binay kesa sa Presidente natin . Hays [LINK],1
Binay downplays economic growth under PNoy gov・・t | [LINK] | Philippine News [LINK] via [MENTION],0
"Umm , who decided Cebu is Binay country again??? ? This pic was taken earlier , along SRP..i think today . But really ? [LINK]",1
Retweeted Karlo+ (@karloSC101) : Because they are desperate . DUTERTE TILL THE END [LINK] [LINK],1
Mar Roxas is UNEDUCATED ? ? [HASHTAG] ? ?,1
Ano ba KathNiel sinisira nyo ang image nyo dahil kay Mar Roxas . Wala naman syang pake sa inyo hindi nga kayo pinagtatanggol sa publiko .,1
Grabe every other commercial break pa halos itong campaign ads ni Binay . Shunga pa sa shunga na lang maconvince sayong shet ka.??? ?,1
[MENTION] when I woke up I was shocked that so many people in FB has already shared the blasted picture. . Binay will have us gutted,0
Pwede yung Ad ni Binay pagkatapos na ng Oshopping ipalabas ? ? ?,0
[MENTION] [MENTION] dapat s maroxas manalo Hindi si duterte .Kong si duterte manalo Mag sisikayo bablik ang marshalo noon . .,0
RT [MENTION] : Na bibwisit ako sa political ad na ONLY BINAY ! [HASHTAG],1
"Binay criticized [MENTION] thrice today over AMLC report-Santa & Vigan,Ilocos Sur,and Bangued,Abra [HASHTAG] [LINK]",0
Excuse me Mr . Binay hindi namin katulad ang buhay niyo . Wala kaming access sa milyong milyong pera ng bayan na inangkin niyo .,1
Kung sino pang Vice President siya pang kurakot ! Yan si Binay!! ! Tsk,1
plastik ni mar roxas letse ????? ?,1
Kaya nakakasuka panoorin tv ad ni Binay eh . Panay drama . [LINK],1
I'm worried that we're not giving Binay the attention he deserves bec . we're distracted by Du30 . [HASHTAG] [HASHTAG],1
"Mayor Binay (2010) , Mayor Duterte (2016) muna sila ang mga mayor nga dumali kay Mar ? ?",0
""" Ako po ay inihalal ninyo bilang Vice President . Hindi nman po kayo nagsisi sa pagboto sa akin "" -Binay U SURE BRAD ? ??? ? [HASHTAG]",0
ulet ulet pa yung commercial ni binay puta ! ????? ?,1
[MENTION] HAHAHA . Oo be . Sarap nga patayin ng TV kapag yung Ad ni Binay yung nalabas . Nognog . Kingiba,1
"YES OR NO NALANG , BINAY BOBO MO ANG BOBO MO BOBO MO",1
"Sorry at di ako aware , pero para saan ung puna ni [HASHTAG] sa blue/navy blue dress ni Karen ? Can someone enlighten me about it ? [HASHTAG]",0
Pota pati ang ICE WATER mar roxas rin ? Yelo eh,1
"Mahahati yung vote kela Poe , Santiago , Duterte , Roxas . Kay Binay solid . Ano na . Wag naman sana . ? ?",0
"06-19-15 Senator Nancy Binay , you got it wrong via [MENTION] [LINK]",0
RT [MENTION] : DJP with Sec . Mar Roxas [HASHTAG] [LINK],0
Di kami dadaanin sa [HASHTAG] pero ang daming [HASHTAG] pang Campaign TV Ad . [HASHTAG] [HASHTAG] [HASHTAG],0
Binay [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] ? ?,0
[MENTION] the 1st mention of ' Abigail Binay ' appears on your TL . Now is Trending Topic in Philippines ! [HASHTAG],0
"The word "" analyze "" itself is too complex for Mar Roxas . You only need common sense . Ganun siya ka-basic .",1
[MENTION] si ko kasi binasa . Wala ako gana pagdating sa binay na yan,1
"Ombudsman upholds criminal charges vs VP Binay , son [LINK] [LINK]",0
"WTF Philippines . Really ? You'd choose Mar , Poe and Binay over MIRIAM ? Outrage . [HASHTAG] [LINK]",1
Azar tong new commercial ni Binay eh .,1
Itutuloy nya daw yung daang matuwid . Wag kami Mar Roxas . Hatawin kaya kita ng tuwid na kawayan . [HASHTAG] [HASHTAG],1
CA junks Junjun Binay's petition vs 2nd suspension order [LINK] [LINK],0
Duterte's lead rn is Roxas and Poe's figures combined . 4% of clustered precints . Robredo have a fighting chance against Marcos . ? ?,0
[MENTION] nag-observe kami sa senate . At nakita namin si Sen . Binay . Di naman siya maitim .,0
"PPCRV - KBP TALLY Partial/Unofficial result as of 5:50pm Duterte 1,311,236 30.27% Poe . [LINK]",0
ang plastik ni binay kay duterte nakakainis lumabas ang tunay na ugali,1
""" [MENTION] : VP Binay on prolonging terms and giving out Viagra [LINK] [LINK] "" QUE HORROR ! ? ?",1
""" bakit ang puti mo? "" "" kase hindi ako kagaya ni binay. """,1
No way Mar Roxas can claim the fight is between him and Duterte . The same survey he depends on say . [LINK] via [MENTION],0
"Nilalait ang sarili sa mga ads . Naglalaro sa mga katagang "" nognog pandak laki sa hirap "" yan si binay tularan si binay [HASHTAG]",1
Morales says she has reliable source to prove Binay pressured COA to delay report [LINK] | [MENTION],0
"Grace madi-disqualify , Binay makukulong . MAR WALANG "" K "" MAGING PANGULO ! - DUTERTE . Alamin sa BULGAR ! [LINK]",0
"Roxas in N . Ecija , Binay・・s guest candidates , Indonesia・・s haze | 12PM wRap [LINK] | via Rappler",0
How come Mar Roxas has higher votes than Miriam?? ? Uhm?????? ? Anyare???? ?,1
[MENTION] Hindi . Sinabayan pa ng kabobohan ni mar roxas state of calamity na dapat emergency na ! At dame nabulok na relief goods at medcns !,1
Kainis talaga yung commercial ni binay . Masyado nyang dinodown sarili nya . Feeling naman nya makukuha nya simpatya ng tao ? ?,1
"OnMay9 : ?1 . Binay ?2 . Defensor-Santiago , Miriam ?3 . Duterte ?4 . Poe ?5 . Roxas That little shaded circle changes all ! [HASHTAG] (c)",0
Kabog ang gast talk round na yun ha.Bukod kay Papa Binay nanaman ! Nakakaloka sya..Ang playtime!Sino ba ung blue?Hahah ! [HASHTAG],1
6 . MarisOnNingning FindingNiﾃｱa 7 . TwoDaysTo MAJAsty 8 . VP Binay 9 . Byron Scott 10 . Mabuhay Lane 2015/11/11 11:51 PHT,0
Nabbwiset ako sa commercial ni Mar Roxas .,1
Bakit kay Mar Roxas ba yung 4 Ps ? Dbah sa government yun ? ??????? ? [LINK],0
Sandro woke up feeling heavy ; looked and found nothing . He felt penetration ; switched on the lamp & found Binay plowing him . [HASHTAG],1
ash wednesday : puro ash mukha ni binay . nyare ? ? ?,1
Di ko alam ganun ka katanga Binay [LINK],1
Dapat panoorin ni Binay ' tong [HASHTAG],0
annoying ni binay makareklamo kala mo di parte dati ng gabinete char masyado akong affected hahaha,1
"bakit ako hahanap ng kakampi , alam ko namang kaya kita , sumuko na nga yung supporter ni BINAY sakin ikaw pa ? . [LINK]",0
"Tutulungan daw niya mga Nognog , paano ang mga moreno'morena ? Hayst . Binay wag kame !",1
Putang ina ano ba to -Mar Roxas hahahahhaa,1
"Tuwang tuwa ang mga puta na matatalo si roxas dahil lamang si duterte . Hindi to pbb mga tanga , bayan naten nakasalalay",1
Nagresign na si VP Binay ang ubra ko wala pa nabawasan . [HASHTAG],1
Nag kakagulo ngayon sa Brgy namin Kasi Binoto nila si Duterte Pero Ang lumabas sa Receipt si Mar roxas such a stupid [HASHTAG],1
Bobo nalang boboto dito kay binay e . Eh kaso nga pala madaming bobong botante,1
Nakakainis tong TV ad ni binay . Paawa effect,1
"Sobrang bilib ni Mar Roxas sa daang matuwid , in denial siyang may extortion na nagaganap sa airport . Feeling nya lahat to paninira lang . OK .",1
"By process of elimination , the anti-Roxas/Binay undecideds will go for Poe to prevent a Duterte presidency . Was that so hard ? ? ?",0
"Kahit anong gawin mo Mar Roxas , hindi ka mananalo . ? ? [HASHTAG]",1
Binay bigyan mo kami dito ng sobre pleaaaaase ? ?,0
[HASHTAG] can't you tell an insult from a compliment ? Duterte said he was running cuz you're an American . Tapos you offer him a job? !,1
I feel so sorry for Mar Roxas ? ? [HASHTAG],0
No sign of Mar Roxas ' platform yet . What do you stand for and how will you do it ? [HASHTAG],0
Putangina nakakairita na kada pinapalabas yung ad ni Binay !,1
As of 11:27 pm . Partial and Unofficial results for President DUTERTE- 12.9M ROXAS- 7.5M POE- 7.3M BINAY- 4.3M D.SANTIAGO- 1.2M,0
Here's what Mar Roxas has to say about [HASHTAG] [LINK] [LINK],0
Yung ang tagal kong i-shade yung sa presidentiable . [MENTION] pa rin . Good luck [MENTION] & Grace Poe . ? ? [HASHTAG],0
seeing Mar Roxas on 2nd place and Miriam on last [HASHTAG] [HASHTAG] [LINK],1
"Kadiri naman GLOC 9 . Of all the presidentiables you could endorse , napunta ka kay Binay . ??? ? Sayang ka .",1
"[MENTION] MBC DZRH exit poll 32,757 respondents Duterte 42% , POE 20% , Roxas 20 % . MARCOS 34% , ROBREDO 28% [MENTION]",0
HINDI SAYANG POE ? ? [HASHTAG],0
[MENTION] Tubo b yn bka kawayan yn si Mar pauso lng yn eh . [HASHTAG] Abby Binay for mayor .,0
"Korina Sanchez-Roxas on Roxas vs Duterte , "" This is a battle between good and evil "" . [LINK]",0
Si Roxas grabe na nag spread ng black propaganda tapos si Duterte chill lang ? ?,0
Nakakatulog pa ba yung babaeng nagsasalita sa paid advertisement ni binay ? Puro kasinungalingan narinig ko eh .,1
"Not asking those who are voting for Roxas , Poe , or Binay to reconsider their vote . At least , pro-democracy . Those for Du30 ? Please rethink .",0
Currently stalking Jejomar Binay . Mapapamura ka talaga . ? ?,1
mar roxas is sooo desperate,1
"Binay lied with the association with the said Ampatuan . Puro kasinungalingan , knew it Mauungat at mauungkat baho niyo . [HASHTAG]",1
Mar Roxas on [HASHTAG] . I have no more words . [LINK],0
Si brian poe kinakampanya si Grace Poe porque't magkaapelyido biased ampotah wala na to,1
""" RT DonyaAlma : Kapag narinig nyo ang "" Only Binay "" Ito lang ang masasabi ko . "" Buksan ang ilaw ! Hihi "" "" ????? ?",1
sana hindi maitoloy ang dayu ni mar roxas,1
[MENTION] Hahahaha kung si Binay yan ambon palang suspended na ! Hahahahaha !,0
Ayan nanaman commercial ni Binay.? ?,1
"Tangina nung commercial ni Nognog Binay . Puro pang NOGNOG , PANO NAMAN KAMING MAPUPUTI!! ? Dapat pantay ! RACIST AMPUTS ! PAKYU KA NOG ! ? ?",1
Nahaharap sa isyu ng katiwalian ang mga Binay . Ano ang dito masasabi ni Edu Manzano na dating Vice Mayor ng Makati ? [LINK],0
[MENTION] is this a tweet abt Binay ? Or Pnoy ? Or the rest of the boot-licking shit-faced people that the Filipinos elected as ' leaders ',1
RT [MENTION] : Tanginang campaign ni Binay . Oy nognog lang pwede bumoto sakanya ! RACIST HAHAHAHAHAHA,1
"RT [MENTION] : Binay , halos 6 years ka ng VP . Bakit puro ' ginawa ' mo para sa Makati as Mayor ang nasa campaign mo ? Bakit wala yung ' ginawa ' m・ｦ",0
[MENTION] [MENTION] eto pa ! ang demonyo sa demonyo din nakikipagkaibigan ! Sweet nga sila ni Binay !,1
[HASHTAG] VP Binay : I・・m in good health to finish 90-day campaign [LINK],0
And may the next debate won't be as bias as I expect it to be ma [MENTION] ? ? [HASHTAG] or [HASHTAG] [LINK],0
"Binay says signing bidding approval forms is part of the mayor's functions , not necessarily proves he's already involved in falsifying info",0
"First Binay and now Arroyo . Goddamn Duterte , you need to get your shit together .",1
Wala talagang amor sina mar sa taong bayan ! Go vp binay!! ! [HASHTAG],0
On the issue of foundlings . Where did Grace Poe stands out?? ? answer : for easy dramatization and emotional usage she adopted it . WAG POE,1
""" Teka , si Roxas binoto ko ah ! Bakit si Duterte ang lumabas? ! Ano to , dayaan? ! [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]",1
"Honasan on VP Binay : "" No one can replicate him . He is genuine """,0
"Let's stop this madness ! Tigilan na ninyo ang kabaliwang Duterte . Mag-Roxas na kayo , para sigurado ! [LINK]",1
6 . RMTs 7 . Grace Poe 8 . Maroon 5 9 . Heneral Luna 10 . Binay 2015/9/17 07:56 PHT [HASHTAG] [LINK],0
Digong on Binay woes : He brought it on himself [HASHTAG] [LINK],0
"Wag Poe si Mar Roxas . We don't owe him our jobs , our oversized Starbucks drink , our Uniqlo jeans , our plane tickets . We owe him nothing .",1
"RT [MENTION] : tonight on #BottomlinePH : Roxas . Poe . Santiago . Binay . Four names , one election . [LINK]",0
"VP Binay , binati si Duterte - spokesperson Pormal na umanong binati ni Vice President Jejomar Binay ang kanyang . [LINK]",0
[HASHTAG] GRACE POE . You are such a disGRACE ! Vote buying 500php each tapos nag rent ka pa ng 170 bus ? MAY PUSO ? [LINK],1
[MENTION] yesterday duterte said he put sen poe as dswd sec if ever he win. . and poe said if she win also she put duterte as crmezar get ?,0
Presidential candidate Binay : ・・This is the eve of our freedom from poverty・・ [LINK] [HASHTAG] [LINK],0
"Kung hindi si Duterte , edi sino ? Roxas ? The fuck .",1
"Sequence of candidates : Santiago , Roxas , Binay",0
PUTANGINA DUTERTE LEADING THE RACE WITH 88 THOUSAND VOTES ROXAS 60 THOUSAND VOTES,0
""" Only Binay , only Binay sino ba ang may nagawa na "" shutek ilang commercial ba meron ka? ! [HASHTAG]",0
"Giit ni Binay , hihintayin muna niyang matapos ang bilangan ng lahat ng boto .",0
Bat hate ba hate nyo si Binay ??????? ?,0
Naiinis ako sa binay na babae . Para namn may pake ako kahit di ako pansinin,1
Ihanda mo ang sarili mo Binay . May dumadagundong na BOOOOO naghihintay sayo dito sa Cebu ! Admin Toffy,1
Duterte or Roxas.still undecided .,0
.@OmbudsmanPh says it has authority to investigate VP Binay even if he is an impeachable officer,0
"Paggamit sa mga bata : kung ganito pala ang pagiging disente , huwag na oyy . DUTERTE TILL THE END",0
I'll not lead an uprising if Binay wins ・・ Trillanes [LINK],0
"Its black propaganda . . black means Binay ? Lack of kakayahan c Mar , Propaganda means Puro Ganda lang si Poe ? Hahahaha [HASHTAG]",1
"Villar and Binay have the same campaign strategies , target nila ang TV-Audiences .",0
Sana manalo sila Mar Roxas and Leni Robredo!? ? RORO RISING .,0
LOOK : ・・Binay・・ sign ala Hollywood rises on Banaue Rice Terraces [LINK] [HASHTAG],0
Binay and Roxas never failed to annoy me . Every single time .,1
RT [MENTION] : VP Jejomar Binay at mga kasama sa UNA nanguna sa pag-alala sa Bagyong Yolanda sa Tacloban kahapon . [HASHTAG] [LINK],0
RT [MENTION] : Mar Roxas first choice was Alden . But he couldn't get him . So naghanap ng SECOND CHOICE at CHEAPER . Daniel Padilla????? ? ・ｦ,1
"Akala naman ni Mar Roxas nung kinuha niya ang "" KATHNIEL "" para i-endorse siya dadami boto niya ? Ulol , walang maniniwala sa'yo . Tanga mo po .",1
"VP Jejomar Binay : Marunong po akong maglaba , mamalantsa . Me : Wag kang magpresidente . Magkatulong ka . :(",1
"MDS , DUTERTE , OR POE ! GO NA GO NA WAG LANG MAR OR BINAY PLS . LALONG LALO NA WAG BBM FOR VP!!!!!!!!!!!! !",0
"Presidentiable bet Mar Roxas , dumating na sa Roxas City , para bumoto . [HASHTAG] [HASHTAG] [MENTION]",0
WATCH : Trillanes explains why VP Binay lied in his campaign ad [LINK] [LINK],1
Last week si Binay ngayon naman si Mar . Cant wait for Duterte . Duterte tard aketch ? ? [HASHTAG],1
Grabe nag movie lang kami paguwi may paganap na si mar roxas . Ibang klase . Tsk tsk .,1
"RT [MENTION] : Sa mga nagiisip bumoto kay Mar Roxas , aba'y pagisipan niyo maigi . Kung ito presidente natin , magbubulagbulagan lang . https・ｦ",1
"Grace , Chiz back on top ; Binay falls 10 points to 2nd - Manila Bulletin [LINK]",0
Poverty not corruption is the moral problem of ze Philippines - VP Binay [LINK],0
BINAY:The Politicalization of Mamasapano . Can't they not let our 44 heroes rest in peace ? [LINK],0
Binay is expected to answer corruption allegations hurled vs his family during campaign launch in Mandaluyong . | Jorge_Carino | via ANC ALE・ｦ,0
[MENTION] 5-part interview with MAR ROXAS at #DZMMTeleIkawNaBa . Watch : [LINK] [LINK],0
"Ang bobo-bobo bwiset , sinong maniniwalang mas mataas ang boto nila Roxas at Binay kay Miriam ? San kayo kumukuha ng pag iisip jusme",1
My rudeness and being sarcastic is influenced by the politician who fight oppressors . Such politicians are Duterte and Miriam Santiago .,0
Don't tell me Mar Roxas will win the Presidential Election ?,0
Binay di pa ako tapos sayo . Mamaya . Hahahahahahahaha .,1
"AMAY BISAYA REPORTEDLY CHALLENGED ROXAS , BINAY , DUTERTE & POE TO A "" FRIENDLY "" DEBATE BUT HE BEGS OFF FACING SANTIAGO [LINK]",0
[MENTION] si binay lang nakarMdam,0
Mar Roxas Leni Robredo Expanded Senior Citizen Act 2010 [LINK],0
"RT [MENTION] : If VP Binay & Sec . Jun Abaya were both engulfed in flames & you only had one fire extinguisher , sa'n mo ito itatago ?",1
LT BINAY [HASHTAG],0
Bwisit tong bagong commercial ni binay.? ?,1
"NOGNOG is a racial slur used by PNoy and Roxas tisoy & conyo supporters against Jojo Binay . same as "" Nigger "" [MENTION] [MENTION]",0
The Filipino people have suffered so much already . Voting for Mar/ Poe/ Binay is just adding insult to injury . [HASHTAG] [HASHTAG],0
[MENTION] puro naman self-proclaimed analyst kapag kay Binay . [MENTION] [MENTION],1
6 . EILYLizQuen SomethingNew 7 . JKLabajoPhotograph WishFM 8 . Day36 OF JoshAneBER 9 . LTFRB 10 . VP Binay 2015/10/6 12:15 PHT,0
"For those ready to destabilize Mar-Leni team up , sorry , it doesn't ring a bell . I'm [HASHTAG] all the way !",0
"Mar Roxas , nangakong paiiralin ang batas kahit sa mga makakasuhang kapartido [LINK] [LINK]",0
Wait lang napa-cringe ako sa paawa effect ni Binay,1
"My thoughts on this : My Question : On what aspect does Duterte is much worse than Binay , if become president? . [LINK]",0
"Now , I admire Poe , Binay , and Santiago more , who ignored a selfish cry , clearly not for unity . Let the people decide ! [HASHTAG]",1
[MENTION] iba si binay . ? ?,0
"Well , [MENTION] it depends on HOW you pronounce "" gutom "" ! Kill hunger or the hungry ? Hehe ! [HASHTAG] [HASHTAG] [HASHTAG] [MENTION]",0
[MENTION] hayop ka tlga hahhahahahaha!!! . Kengena nun ni binay eh hahahah,1
Nancy Binay voting against Grace Poe's Filipino citizenship . [HASHTAG] ? ?,1
FULL STORY : senmiriam defends reso stating EDCA is invalid without Senate concurrence [LINK] [LINK],0
Team Daang Matuwid energy cuts across twitter world . Let's keep it trending tweeps ! [HASHTAG],0
Hindi pabor sa death penalty si Binay at Roxas . Paano kasi sila yung mabibitay after ng termino nila . Mga hayop! ! Wag sana kayong maupo .,1
Mar Roxas is delusional AF!! ! [HASHTAG],1
ANO BANG PINAGLALABAN NG NOGNOG CHUCHU NA AD NI BINAY ?,1
Base on the Unofficiall and Partial Countings Baka si Grace Poe at Davao City Mayor Digong ang mahigpit na magkalaban dito .,0
"Naiireta ako sa mga TV Ads ni Mar Roxas , andami halos sunod sunod lahat ng TV Ads nakakabwiset . [HASHTAG] [HASHTAG]",1
Trending topic na [HASHTAG] [HASHTAG] [HASHTAG] mahiya kayo ohh every filipinos kinakahiya kayo.lahat kami galit sa inyo,1
"Parang malayo sa inaasahan ko yung result . Si Duterte , Miriam and Poe ang sa palagay kong maglalaban eh .",0
Binibida na naman si mar roxas hayy,1
Sa totoo lang Mas Maganda mamahala ang pamilyang Binay Sa atin . . Pag Nawala Ang Binay Wala Ng Libre Ang Makati . [LINK],0
Lumilipad na naman ang isip niyo . Oh oh oh . Mar at binay .,1
Nag didivert nman si BINAY ! para nga sana maliwanagan ang lahat eh ! Anebeyen . [HASHTAG] [HASHTAG],1
"[HASHTAG] Campaign style should be like Miriam's no fuzz , no face on TV . Nakksuka na drama ni MarEpal , Binay at GPoe s TV . Papogian lng .",1
[MENTION] TSK INUNAHAN NA KAYO NO BINAY KAMI PALA EH,1
Witness : Bidding for Makati projects under Elenita Binay a sham [LINK] | [MENTION] [LINK],0
Ginising ng commercial ni Binay yung diwa ko eh . Nakakainis .,1
I'm voting for Mar Roxas . He is the only good choice for president . [HASHTAG] [HASHTAG] [LINK],0
[MENTION] si binay di na daw kelangan ng abo .,0
Ako : pumikit ka Sya : andilim . Bakit ganyan ba kadilim mo pag wala ako ? Ako : hinde ganyan kadilim si binay [HASHTAG],1
The Office of the Ombudsman has affirmed the criminal charges against VP Binay and Mayor Jun Jun Binay for the Makati Carpark project .,0
"Walang iiwang pilipino - Grace Poe "" Pero bat iniwan nya ko "" :(",1
Jugs ba talaga o Binay ? Yung totoo ?,0
Pakyu ka Mar Roxas gago ka lahat ng mura bagay na bagay sayo tangina ka magsama kayo ni Noynoy,1
"Poe camp conditioning minds of public . Ang galit , talo.&gt;Disqualifying Poe has nothing to do with Mar Roxas - Guanzon [LINK]",0
[MENTION] trillion yan ! Wala eh . Only binay hahahahahhahahahaha ??? ?,0
Ano ba naman ung tv ad ni binay nognog ????? ?,1
"The Informations against Binay , Sr. , an impeachable officer , will be filed after the expiration of his term as Vice-President .",0
TANGINA GISING MGA PILIPINO DINADAYA NA KAYO NI MAR ROXAS [HASHTAG],1
"RT [MENTION] : Binay on Senate probe : Nung umpisa not politically motivated , ladies and gentlemen , ngayon kandidato na sila . [HASHTAG]",0
[MENTION] then explain Nancy Binay .,0
Ang drama ng ads ni Binay pucha . Haha,1
Makataong pagbabago ang hatid ni [MENTION] [HASHTAG] [LINK],0
"Despite One Cebu's fallout with UNA , Gwen still supports Binay for president . Read here : [LINK] [LINK]",0
Filipino Netizens Angry Over Viral Video of VP Binay Handing Out Cash [LINK] via [MENTION],0
""" Nognog , Pandak "" aish naiirita na ako sa ad ni Binay . STAHP",1
"PH voting system , Binay vs Poe , Twitter woes | 12PM wRap [LINK]",0
Sumakto pala no ? Ahas si Binay ! [LINK],1
Si Binay . The Boss na alert for raid yung office coz dubious transactions . Gets things done but back alley channels . [HASHTAG],0
Pacquiao : Binay destined to become president [LINK] [LINK],0
subukan mo mandaya Roxas [MENTION] magkakamatayan na tayo ! [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG],1
[MENTION] [MENTION] imo . he has done more harm than good to Bauan because of the Hacienda Binay allegations .,1
Roxas calls Binay ・・Denial King・・ - Read : [LINK] [HASHTAG] [LINK],0
Roxas seeks unity dialogue with Poe Grace not withdrawing from race [LINK],0
"RT [MENTION] : Kapag si Mar Roxas ang nanalong presidente , hayahay si Korina . Havaianas na daw ipapamigay nyang tsinelas . Hahahahahahahaha・ｦ",1
[MENTION] [MENTION] hahahaha . Ohh . Grabe sama ng loob kay binay . ? ?,0
"i wonder kung hindi kaya nila (kn) inendorso si mar roxas , at kay duterte sila . mababash kaya sila ng ganyan ngayon ?",0
"walang pinipili walang iniiwan , VP Binay kaya yan ! [HASHTAG] Only B1NAY",0
Yananaman yang commercial ni binay,1
"Binay brushes off swipes from Roxas , Aquino [LINK] | via INQUIRER",0
Tuloy tuloy mo lang ang mga magagandang gawain VP Binay di ka namin iiwan Only B1NAY [HASHTAG],0
"Toledo City Mayor John "" Sonny "" Osmeﾃｱa meets Vice President Jejomar Binay [HASHTAG] [HASHTAG] [LINK]",0
""" Ayusin natin ang Pilipinas. "" - Grace Poe Eh yung simpleng certificate of candidacy mo may error di mo naayos . Ulol .",1
"True ! Binay , alam mo na ? Magagalit ang lola namin . [HASHTAG] [LINK]",1
"Naaawa ako kay sir Gloc-9 , nag-intermission number lang siya sa kampanya ni Binay , binatikos kaagad ng mga makikitid na utak sa FB . ????? ?",1
"VP Binay・・s trust , approval ratings up in Q4 2015 : Vice President Jejomar Binay scored higher tr . [LINK] (via GMA News)",0
Nognog Pandak Laki sa Hirap Putangina Magnanakaw Punyeta Bwisit Hayop Ahas Gago Yan si Binay .,1
Taenang Binay to puro ka paawa gago,1
I'm just utterly annoyed by that Binay commercial . I hope people will validate the things those paid ads are claiming before believeing them,1
RT [MENTION] : : Darna - Nadine Lustre . Babaeng Impakta - Nancy Binay . Babaeng Ahas - Marian Rivera .,0
I FIND IT HARD TO SEE THAT SEN . MIRIAM CAME LAST FROM THIS PARTIAL UNOFFICIAL VOTES . I MEAN SHE'S MORE QUALIFIED THAN ROXAS OR BINAY ! WHY?!? ?,1
Nahabol si Mar Roxas . Pumapangalawa na . Yieee,0
Si leni robredo personal nag punta sa yazaki-torres namigay pa ng boler si mar roxas anak ang pumunta!anak ba ang tatakbo ? [HASHTAG],1
Grace poe & leni robredo personal nag punta sa yazaki-torres pero si duterte at mar roxas boler lang ang pinamigay [LINK],0
Ombudsman acted in bad faith ・・ [HASHTAG] camp [LINK] [MENTION] [LINK],0
[MENTION] Yan si binay? ?,0
WALANG KURYENTE SA MAKATI KINORAKOT NI BINAY ! HAHAHA ??? ?,1
Sa mga naninira kay VP Binay Goodluck sainyo . isa lng msasabi ko sainyo d nyo kayang siraan ang d nmn sira ! [HASHTAG],0
"Binay on delay in Yolanda rehab : 51% done after 2 years is not fast enough . Dapat mas mabilis tayo . May budget iyan . Ang problema,releases",0
"Remember what they did to UP students ? They reported that they shouted "" trapo "" at Binay when they actually said , "" sample "" [HASHTAG]",1
"Binay keep on mentioning all he has done as Makati mayor but none as vice president . Therefore , Jejomar Binay failed as a vice president .",1
Roxas vs . Binay vs . Poe . Will it be a four-way battle ?,0
Pak na pak ahahaha [HASHTAG] di naman gumana ang plano mo!! ! [LINK],1
